Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),day
1277,"300 Hayes Street, Civic Center, San Francisco",1259,"2100 Divisadero Street, Pacific Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",391,326,468,23
1277,"300 Hayes Street, Civic Center, San Francisco",1260,"1800 Scott Street, Western Addition, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",334,280,397,23
1277,"300 Hayes Street, Civic Center, San Francisco",1261,"700 Presidio Avenue, Western Addition, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",402,345,468,23
1277,"300 Hayes Street, Civic Center, San Francisco",1265,"0 Stoneybrook Avenue, Excelsior, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",414,351,487,23
1277,"300 Hayes Street, Civic Center, San Francisco",1271,"200 Bacon Street, Excelsior, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",385,320,462,23
1277,"300 Hayes Street, Civic Center, San Francisco",1273,"200 Naglee Avenue, Outer Mission, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",555,471,653,23
1277,"300 Hayes Street, Civic Center, San Francisco",1276,"1100 Golden Gate Avenue, Western Addition, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",171,89,326,23
1277,"300 Hayes Street, Civic Center, San Francisco",1278,"100 Noe Street, The Castro, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",255,193,336,23
1277,"300 Hayes Street, Civic Center, San Francisco",1279,"1100 Folsom Street, South of Market, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",210,139,316,23
1277,"300 Hayes Street, Civic Center, San Francisco",1280,"300 Church Street, Mission District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",276,224,339,23
1277,"300 Hayes Street, Civic Center, San Francisco",1281,"700 Guerrero Street, Mission Dolores, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",327,250,426,23
1277,"300 Hayes Street, Civic Center, San Francisco",1282,"1600 Church Street, Noe Valley, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",505,440,578,23
1277,"300 Hayes Street, Civic Center, San Francisco",1291,"1500 Balboa Street, Richmond District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",506,360,709,23
1277,"300 Hayes Street, Civic Center, San Francisco",1292,"1300 Wright Loop, Presidio, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",624,566,687,23
1277,"300 Hayes Street, Civic Center, San Francisco",1293,"400 Moraga Street, Sunset District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",531,477,590,23
1277,"300 Hayes Street, Civic Center, San Francisco",1296,"1300 22nd Avenue, Sunset District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",534,455,625,23
1277,"300 Hayes Street, Civic Center, San Francisco",1298,"200 3rd Avenue, Richmond District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",541,468,624,23
1277,"300 Hayes Street, Civic Center, San Francisco",1299,"8700 Mission Rock Street, South of Market, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",359,282,455,23
1277,"300 Hayes Street, Civic Center, San Francisco",1300,"200 John F Kennedy Drive, Golden Gate Park, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",277,196,390,23
1277,"300 Hayes Street, Civic Center, San Francisco",1437,"200 Knowles Avenue, Daly City","3/23/2020 - 3/23/2020, Every day, Daily Average",641,536,766,23
1277,"300 Hayes Street, Civic Center, San Francisco",1438,"300 87th Street, St. Francis, Daly City","3/23/2020 - 3/23/2020, Every day, Daily Average",662,565,774,23
1277,"300 Hayes Street, Civic Center, San Francisco",1443,"100 Serramonte Boulevard, Serramonte, Daly City","3/23/2020 - 3/23/2020, Every day, Daily Average",723,610,856,23
1277,"300 Hayes Street, Civic Center, San Francisco",1449,"500 Forbes Boulevard, The East Side, South San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",685,603,777,23
1277,"300 Hayes Street, Civic Center, San Francisco",1455,"1800 Helene Court, East San Mateo, San Mateo","3/23/2020 - 3/23/2020, Every day, Daily Average",1142,1025,1272,23
1277,"300 Hayes Street, Civic Center, San Francisco",1461,"200 North Fremont Street, Central San Mateo, San Mateo","3/23/2020 - 3/23/2020, Every day, Daily Average",1103,1071,1134,23
1277,"300 Hayes Street, Civic Center, San Francisco",1464,"200 Cupertino Way, South San Mateo, San Mateo","3/23/2020 - 3/23/2020, Every day, Daily Average",1348,1218,1491,23
1277,"300 Hayes Street, Civic Center, San Francisco",1504,"5800 Christie Avenue, Emeryville","3/23/2020 - 3/23/2020, Every day, Daily Average",704,634,780,23
1277,"300 Hayes Street, Civic Center, San Francisco",1513,"Dwight D. Eisenhower Highway, Berkeley","3/23/2020 - 3/23/2020, Every day, Daily Average",761,623,928,23
1277,"300 Hayes Street, Civic Center, San Francisco",1519,"2600 99th Avenue, Toler Heights, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1325,1204,1456,23
1277,"300 Hayes Street, Civic Center, San Francisco",1528,"6400 Gwin Road, Merriewood, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",875,845,905,23
1277,"300 Hayes Street, Civic Center, San Francisco",1534,"600 East 8th Street, Downtown Oakland, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1100,783,1543,23
1277,"300 Hayes Street, Civic Center, San Francisco",1536,"2900 Sheffield Avenue, Reservoir Hills, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",995,879,1125,23
1277,"300 Hayes Street, Civic Center, San Francisco",1537,"3200 Suter Street, Upper Peralta Creek, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1048,929,1181,23
1277,"300 Hayes Street, Civic Center, San Francisco",1559,"500 Embarcadero West, Downtown Oakland, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",991,718,1367,23
1277,"300 Hayes Street, Civic Center, San Francisco",1629,"500 Peru Avenue, Excelsior, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",545,463,640,23
1277,"300 Hayes Street, Civic Center, San Francisco",1630,"800 Bacon Street, Excelsior, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",502,428,588,23
1277,"300 Hayes Street, Civic Center, San Francisco",1639,"0 Curtis Street, Crocker-Amazon, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",692,635,753,23
1277,"300 Hayes Street, Civic Center, San Francisco",1646,"100 Murray Street, Bernal Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",398,324,487,23
1277,"300 Hayes Street, Civic Center, San Francisco",1647,"500 Brunswick Street, Crocker-Amazon, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",771,689,861,23
1277,"300 Hayes Street, Civic Center, San Francisco",1648,"Historic Trail, Inner Sunset, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",459,359,585,23
1277,"300 Hayes Street, Civic Center, San Francisco",1649,"1300 10th Avenue, Inner Sunset, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",403,340,477,23
1277,"300 Hayes Street, Civic Center, San Francisco",1674,"200 Hyde Street, Tenderloin, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",259,165,405,23
1277,"300 Hayes Street, Civic Center, San Francisco",1677,"200 Funston Road, Marina District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",401,335,479,23
1277,"300 Hayes Street, Civic Center, San Francisco",1682,"700 Haight Street, Lower Haight, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",196,155,246,23
1277,"300 Hayes Street, Civic Center, San Francisco",1686,"0 The Embarcadero, North Beach, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",647,568,735,23
1277,"300 Hayes Street, Civic Center, San Francisco",1687,"1400 Powell Street, Russian Hill, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",454,361,570,23
1277,"300 Hayes Street, Civic Center, San Francisco",1688,"1100 Taylor Street, Nob Hill, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",383,294,497,23
1277,"300 Hayes Street, Civic Center, San Francisco",1689,"200 Sutter Street, Financial District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",445,326,605,23
1277,"300 Hayes Street, Civic Center, San Francisco",1690,"900 Pine Street, Lower Nob Hill, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",333,276,401,23
1277,"300 Hayes Street, Civic Center, San Francisco",1691,"200 O'Farrell Street, Tenderloin, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",426,258,702,23
1277,"300 Hayes Street, Civic Center, San Francisco",1692,"800 Mission Street, South of Market, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",163,94,280,23
1277,"300 Hayes Street, Civic Center, San Francisco",1694,"700 Folsom Street, South of Market, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",371,296,463,23
1277,"300 Hayes Street, Civic Center, San Francisco",1695,"5th Street, Treasure Island, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",468,365,599,23
1277,"300 Hayes Street, Civic Center, San Francisco",1696,"4700 18th Street, Eureka Valley, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",463,388,551,23
1277,"300 Hayes Street, Civic Center, San Francisco",1697,"400 Burnett Avenue, Twin Peaks, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",583,515,658,23
1277,"300 Hayes Street, Civic Center, San Francisco",1698,"3500 20th Street, Mission District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",289,205,407,23
1277,"300 Hayes Street, Civic Center, San Francisco",1699,"900 Sanchez Street, Dolores Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",526,459,601,23
1277,"300 Hayes Street, Civic Center, San Francisco",1703,"2600 21st Street, Mission District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",256,191,341,23
1277,"300 Hayes Street, Civic Center, San Francisco",1704,"2900 24th Street, Mission District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",343,277,424,23
1277,"300 Hayes Street, Civic Center, San Francisco",1705,"0 Conkling Street, Silver Terrace, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",492,413,585,23
1277,"300 Hayes Street, Civic Center, San Francisco",1706,"700 Bernal Heights Boulevard, Bernal Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",397,317,496,23
1277,"300 Hayes Street, Civic Center, San Francisco",1707,"100 Appleton Avenue, Bernal Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",530,485,578,23
1277,"300 Hayes Street, Civic Center, San Francisco",1721,"Bayfront Expressway, Menlo Park","3/23/2020 - 3/23/2020, Every day, Daily Average",1649,1574,1727,23
1277,"300 Hayes Street, Civic Center, San Francisco",1722,"200 9th Avenue, Richmond District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",592,534,655,23
1277,"300 Hayes Street, Civic Center, San Francisco",1724,"2200 Euclid Avenue, East Palo Alto","3/23/2020 - 3/23/2020, Every day, Daily Average",1711,1633,1792,23
1277,"300 Hayes Street, Civic Center, San Francisco",1729,"1500 Adrian Road, Ingold - Milldale, Burlingame","3/23/2020 - 3/23/2020, Every day, Daily Average",945,839,1064,23
1277,"300 Hayes Street, Civic Center, San Francisco",1730,"0 Park Lane, Brisbane","3/23/2020 - 3/23/2020, Every day, Daily Average",536,467,614,23
1277,"300 Hayes Street, Civic Center, San Francisco",1739,"0 Reiner Street, Daly City","3/23/2020 - 3/23/2020, Every day, Daily Average",695,602,801,23
1277,"300 Hayes Street, Civic Center, San Francisco",1740,"800 Campus Drive, Serramonte, Daly City","3/23/2020 - 3/23/2020, Every day, Daily Average",773,662,901,23
1277,"300 Hayes Street, Civic Center, San Francisco",1743,"600 San Bruno Avenue East, San Bruno","3/23/2020 - 3/23/2020, Every day, Daily Average",795,721,876,23
1277,"300 Hayes Street, Civic Center, San Francisco",1746,"600 North Delaware Street, Central San Mateo, San Mateo","3/23/2020 - 3/23/2020, Every day, Daily Average",1047,1007,1087,23
1277,"300 Hayes Street, Civic Center, San Francisco",1747,"1700 Coyote Point Drive, Shoreview, San Mateo","3/23/2020 - 3/23/2020, Every day, Daily Average",1076,967,1196,23
1277,"300 Hayes Street, Civic Center, San Francisco",1755,"3000 Los Prados Street, East San Mateo, San Mateo","3/23/2020 - 3/23/2020, Every day, Daily Average",1250,1136,1374,23
1277,"300 Hayes Street, Civic Center, San Francisco",1768,"800 Balboa Street, Richmond District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",425,338,533,23
1277,"300 Hayes Street, Civic Center, San Francisco",1773,"0 Majestic Avenue, Ingleside, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",509,437,592,23
1277,"300 Hayes Street, Civic Center, San Francisco",1775,"100 Farallones Street, Oceanview, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",552,482,632,23
1277,"300 Hayes Street, Civic Center, San Francisco",1776,"1800 25th Avenue, Sunset District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",732,631,848,23
1277,"300 Hayes Street, Civic Center, San Francisco",1777,"7100 Geary Boulevard, Richmond District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",645,590,704,23
1277,"300 Hayes Street, Civic Center, San Francisco",1780,"1600 McKinnon Avenue, Bayview, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",533,473,599,23
1277,"300 Hayes Street, Civic Center, San Francisco",1781,"1100 Carolina Street, Potrero Hill, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",281,216,364,23
1277,"300 Hayes Street, Civic Center, San Francisco",1783,"1500 Mansell Street, Visitacion Valley, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",628,511,771,23
1277,"300 Hayes Street, Civic Center, San Francisco",1833,"500 Logue Avenue, Mountain View","3/23/2020 - 3/23/2020, Every day, Daily Average",2045,1970,2121,23
1277,"300 Hayes Street, Civic Center, San Francisco",1944,"700 Girard Street, Visitacion Valley, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",416,350,493,23
1277,"300 Hayes Street, Civic Center, San Francisco",2155,"3100 North Shoreline Boulevard, Mountain View","3/23/2020 - 3/23/2020, Every day, Daily Average",1851,1783,1920,23
1277,"300 Hayes Street, Civic Center, San Francisco",2187,"4200 Middle Harbor Road, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",739,623,876,23
1277,"300 Hayes Street, Civic Center, San Francisco",2213,"800 40th Street, Longfellow, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",783,647,946,23
1277,"300 Hayes Street, Civic Center, San Francisco",2215,"1500 East 31st Street, Tuxedo, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",968,851,1101,23
1277,"300 Hayes Street, Civic Center, San Francisco",2218,"5300 Underwood Avenue, Mills College, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1148,1027,1283,23
1277,"300 Hayes Street, Civic Center, San Francisco",2231,"100 Garden Lane, Millbrae","3/23/2020 - 3/23/2020, Every day, Daily Average",895,794,1008,23
1277,"300 Hayes Street, Civic Center, San Francisco",2308,"300 Fremont Street, South of Market, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",373,259,535,23
1277,"300 Hayes Street, Civic Center, San Francisco",2311,"2700 Larkin Street, Russian Hill, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",354,292,428,23
1277,"300 Hayes Street, Civic Center, San Francisco",2312,"2100 Webster Street, Pacific Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",343,263,447,23
1277,"300 Hayes Street, Civic Center, San Francisco",2313,"1300 Webster Street, Western Addition, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",285,188,430,23
1277,"300 Hayes Street, Civic Center, San Francisco",2314,"300 Waller Street, Western Addition, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",258,150,443,23
1277,"300 Hayes Street, Civic Center, San Francisco",2315,"0 Duboce Avenue, South of Market, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",135,87,207,23
1277,"300 Hayes Street, Civic Center, San Francisco",2316,"2800 Folsom Street, Mission District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",382,307,474,23
1277,"300 Hayes Street, Civic Center, San Francisco",2317,"100 Coleridge Street, Bernal Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",490,436,549,23
1277,"300 Hayes Street, Civic Center, San Francisco",2318,"100 Santa Rosa Avenue, Outer Mission, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",442,376,518,23
1277,"300 Hayes Street, Civic Center, San Francisco",2319,"300 Lisbon Street, Excelsior, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",632,533,748,23
1277,"300 Hayes Street, Civic Center, San Francisco",2321,"400 Irving Street, Inner Sunset, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",414,323,529,23
1277,"300 Hayes Street, Civic Center, San Francisco",2322,"100 Eastwood Drive, West of Twin Peaks, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",650,547,772,23
1277,"300 Hayes Street, Civic Center, San Francisco",2340,"0 Mason Street, Tenderloin, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",333,259,427,23
1277,"300 Hayes Street, Civic Center, San Francisco",2344,"600 3rd Avenue, Richmond District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",402,345,468,23
1277,"300 Hayes Street, Civic Center, San Francisco",2348,"7700 Sunkist Drive, Eastmont Hills, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1238,1098,1395,23
1277,"300 Hayes Street, Civic Center, San Francisco",2367,"0 Los Norrabos, El Toyonal, Orinda","3/23/2020 - 3/23/2020, Every day, Daily Average",989,951,1027,23
1277,"300 Hayes Street, Civic Center, San Francisco",2423,"21800 Tanglewood Drive, Castro Valley","3/23/2020 - 3/23/2020, Every day, Daily Average",1635,1491,1792,23
1277,"300 Hayes Street, Civic Center, San Francisco",2437,"3200 38th Avenue, Allendale, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1086,962,1224,23
1277,"300 Hayes Street, Civic Center, San Francisco",2441,"100 Octavia Street, Western Addition, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",63,24,162,23
1277,"300 Hayes Street, Civic Center, San Francisco",2442,"2800 Mission Street, Mission District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",390,324,468,23
1277,"300 Hayes Street, Civic Center, San Francisco",2443,"500 22nd Street, Potrero Hill, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",424,350,512,23
1277,"300 Hayes Street, Civic Center, San Francisco",2451,"700 Westlake Center, Westlake, Daly City","3/23/2020 - 3/23/2020, Every day, Daily Average",627,532,737,23
1277,"300 Hayes Street, Civic Center, San Francisco",2460,"1300 Montgomery Street, North Beach, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",579,504,664,23
1277,"300 Hayes Street, Civic Center, San Francisco",2465,"Diamond Cove Terrace, Bayview, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",453,383,534,23
1277,"300 Hayes Street, Civic Center, San Francisco",2466,"400 Amador Street, Bayview, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",415,299,575,23
1277,"300 Hayes Street, Civic Center, San Francisco",2495,"100 Shrader Street, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",210,163,269,23
1277,"300 Hayes Street, Civic Center, San Francisco",2496,"100 Diamond Street, The Castro, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",407,346,477,23
1277,"300 Hayes Street, Civic Center, San Francisco",2497,"600 Tompkins Avenue, Bernal Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",372,297,464,23
1277,"300 Hayes Street, Civic Center, San Francisco",2498,"700 Rolph Street, Crocker-Amazon, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",792,715,876,23
1277,"300 Hayes Street, Civic Center, San Francisco",2499,"400 Faxon Avenue, Ingleside, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",723,607,860,23
1277,"300 Hayes Street, Civic Center, San Francisco",2505,"1000 Commodore Drive, San Bruno","3/23/2020 - 3/23/2020, Every day, Daily Average",790,725,860,23
1277,"300 Hayes Street, Civic Center, San Francisco",2513,"300 O' Connor Street, The Willows, Menlo Park","3/23/2020 - 3/23/2020, Every day, Daily Average",1761,1683,1842,23
1277,"300 Hayes Street, Civic Center, San Francisco",2520,"3200 Shawn Way, Hayward","3/23/2020 - 3/23/2020, Every day, Daily Average",1773,1623,1936,23
1277,"300 Hayes Street, Civic Center, San Francisco",2530,"3200 Blandon Road, Oak Knoll Golf Links, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1267,1147,1398,23
1277,"300 Hayes Street, Civic Center, San Francisco",2597,"3000 Telegraph Avenue, Pill Hill, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",840,688,1024,23
1277,"300 Hayes Street, Civic Center, San Francisco",2601,"800 Cole Street, Ashbury Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",427,320,569,23
1277,"300 Hayes Street, Civic Center, San Francisco",2603,"11200 Kerrigan Drive, Chabot Park, Oakland","3/23/2020 - 3/23/2020, Every day, Daily Average",1366,1250,1492,23
1277,"300 Hayes Street, Civic Center, San Francisco",2606,"2100 Beach Street, Marina District, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",521,470,577,23
1277,"300 Hayes Street, Civic Center, San Francisco",2611,"2000 Evergreen Avenue, Assumption Parish, San Leandro","3/23/2020 - 3/23/2020, Every day, Daily Average",1464,1338,1601,23
1277,"300 Hayes Street, Civic Center, San Francisco",2613,"1700 Eisenhower Street, Shoreview, San Mateo","3/23/2020 - 3/23/2020, Every day, Daily Average",1196,1087,1314,23
1277,"300 Hayes Street, Civic Center, San Francisco",2622,"300 Langton Street, South of Market, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",257,163,403,23
1277,"300 Hayes Street, Civic Center, San Francisco",2624,"1300 16th Avenue, Inner Sunset, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",441,362,537,23
1277,"300 Hayes Street, Civic Center, San Francisco",2625,"400 Alpha Street, Visitacion Valley, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",486,456,517,23
1277,"300 Hayes Street, Civic Center, San Francisco",2634,"Dwight D. Eisenhower Highway, Albany","3/23/2020 - 3/23/2020, Every day, Daily Average",792,614,1019,23
1277,"300 Hayes Street, Civic Center, San Francisco",2643,"1300 Egbert Avenue, Bayview, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",646,533,782,23
1277,"300 Hayes Street, Civic Center, San Francisco",2673,"100 Rutledge Street, Bernal Heights, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",320,258,395,23
1277,"300 Hayes Street, Civic Center, San Francisco",2694,"1900 Buchanan Street, Western Addition, San Francisco","3/23/2020 - 3/23/2020, Every day, Daily Average",244,187,318,23
1277,"300 Hayes Street, Civic Center, San Francisco",9,"500 Hyde Street, Tenderloin, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",331,184,592,24
1277,"300 Hayes Street, Civic Center, San Francisco",20,"900 Sutter Street, Lower Nob Hill, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",253,164,389,24
1277,"300 Hayes Street, Civic Center, San Francisco",21,"3400 Pierce Street, Marina District, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",488,392,606,24
1277,"300 Hayes Street, Civic Center, San Francisco",44,"1700 Egbert Avenue, Bayview, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",591,482,723,24
1277,"300 Hayes Street, Civic Center, San Francisco",46,"500 Chester Street, West Oakland, Oakland","3/24/2020 - 3/24/2020, Every day, Daily Average",1005,642,1570,24
1277,"300 Hayes Street, Civic Center, San Francisco",78,"1400 Thomas Avenue, Bayview, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",662,560,781,24
1277,"300 Hayes Street, Civic Center, San Francisco",79,"1500 California Street, Polk Gulch, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",331,197,555,24
1277,"300 Hayes Street, Civic Center, San Francisco",80,"0 Farren Street, Western Addition, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",279,202,384,24
1277,"300 Hayes Street, Civic Center, San Francisco",82,"2700 25th Street, Mission District, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",296,223,391,24
1277,"300 Hayes Street, Civic Center, San Francisco",91,"700 Industrial Road, San Carlos","3/24/2020 - 3/24/2020, Every day, Daily Average",1495,1308,1708,24
1277,"300 Hayes Street, Civic Center, San Francisco",98,"500 10th Street, Downtown Oakland, Oakland","3/24/2020 - 3/24/2020, Every day, Daily Average",898,674,1195,24
1277,"300 Hayes Street, Civic Center, San Francisco",113,"1200 Hayes Street, Western Addition, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",139,95,202,24
1277,"300 Hayes Street, Civic Center, San Francisco",165,"2200 Franklin Street, Pacific Heights, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",214,159,287,24
1277,"300 Hayes Street, Civic Center, San Francisco",181,"3400 Richmond Boulevard, Oakland Ave - Harrison St, Oakland","3/24/2020 - 3/24/2020, Every day, Daily Average",815,707,938,24
1277,"300 Hayes Street, Civic Center, San Francisco",206,"1300 15th Street, Mission District, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",202,126,321,24
1277,"300 Hayes Street, Civic Center, San Francisco",207,"1100 Guerrero Street, Mission District, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",440,384,503,24
1277,"300 Hayes Street, Civic Center, San Francisco",208,"600 Alabama Street, Mission District, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",305,249,372,24
1277,"300 Hayes Street, Civic Center, San Francisco",209,"300 Wilde Avenue, Visitacion Valley, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",473,354,631,24
1277,"300 Hayes Street, Civic Center, San Francisco",210,"100 Ramsell Street, Oceanview, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",601,515,700,24
1277,"300 Hayes Street, Civic Center, San Francisco",211,"200 16th Avenue, Richmond District, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",709,567,885,24
1277,"300 Hayes Street, Civic Center, San Francisco",212,"500 Washington Street, Financial District, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",527,427,649,24
1277,"300 Hayes Street, Civic Center, San Francisco",234,"100 Domestic Terminals Departures Level, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",930,767,1127,24
1277,"300 Hayes Street, Civic Center, San Francisco",285,"1600 Maritime Street, Oakland","3/24/2020 - 3/24/2020, Every day, Daily Average",688,536,882,24
1277,"300 Hayes Street, Civic Center, San Francisco",286,"1000 10th Street, West Oakland, Oakland","3/24/2020 - 3/24/2020, Every day, Daily Average",879,658,1173,24
1277,"300 Hayes Street, Civic Center, San Francisco",299,"Chinatown / North Beach Campus, Russian Hill, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",450,367,551,24
1277,"300 Hayes Street, Civic Center, San Francisco",302,"0 Bass Court, Bayview, San Francisco","3/24/2020 - 3/24/2020, Every day, Daily Average",631,534,744,24
1277,"300 Hayes Street, Civic Center, San Francisco",311,"200 Northgate Avenue, Westlake, Daly City","3/24/2020 - 3/24/2020, Every day, Daily Average",611,530,703,24
